"","X12S","X16S","BDNF","CXCR4","cytb","H3A","NCX1","ND1","ND2","POMC","RAG1","RHOD","SIA","SLC8A3","TYR"
"1466","EU342600","EU342601","","","DQ502696","DQ502395","","","","","DQ503398","","","",""
"1467","","","","","","","","","","","","","","",""
"1468","EU342592","EU342593","","","","","","","","","","","","",""
"1469","","","","","","","","","","","","","","",""
"1470","","","","","","","","","","","","","","",""
"1471","EU342599","EU342599","HQ290606","","DQ502608","DQ502370","HQ290726","HQ290968","HQ290968","HQ290846","DQ503368","","DQ503117","","HQ290906"
"1472","","","","","","","","","","","","","","",""
"1473","EU342595","EU342595","HQ290607","","DQ502609","DQ502371","HQ290727","HQ290969","HQ290969","HQ290847","DQ503369","DQ503254","DQ503112","","HQ290907"
"1474","","","","","","","","","","","","","","",""
"1475","","","","","","","","","","","","","","",""
"1476","","","","","","","","","","","","","","",""
"1477","","","","","","","","","","","","","","",""
"1478","","","","","","","","","","","","","","",""
"1479","DQ347026","AY364565","HQ290617","AY364184","AY843803","DQ284072","AY948823","JX564862","JX564862","HQ290857","EU325909","AY364395","AY844781","AY948879","DQ347160"
"1480","EU342648","EU342648","HQ290624","","AF120010","DQ502354","HQ290744","HQ290987","HQ290987","HQ290864","EU325923","DQ503242","DQ503103","","HQ290924"
"1481","","","","","","","","","","","","","","",""
"1482","EU342649","EU342649","HQ290628","","EF646759","DQ502384","HQ290748","HQ290991","HQ290991","HQ290868","DQ503339","DQ503229","DQ503090","","HQ290928"
"1483","EU342652","EU342653","HQ290629","","DQ502699","DQ502399","HQ290749","HQ290992","HQ290992","HQ290869","DQ503402","DQ503252","DQ503118","","HQ290929"
"1484","EU342574","EU342574","HQ290632","","AF128547","DQ502355","HQ290752","HQ290995","HQ290995","HQ290872","DQ503354","","DQ503104","","HQ290932"
"1485","EU342570","EU342570","HQ290634","","AF128556","DQ284063","HQ290754","HQ290997","HQ290997","HQ290874","DQ503301","DQ283768","DQ282653","","DQ282902"
"1486","","","","","","","","","","","","","","",""
"1487","EU342571","EU342571","","","DQ502594","","","","","","","","","",""
"1488","EU342576","EU342576","HQ290602","","DQ502443","DQ502278","HQ290722","HQ290964","HQ290964","HQ290842","DQ503283","DQ503175","DQ503039","","HQ290902"
"1489","","","","","","","","","","","","","","",""
"1490","AY364576","EU342578","HQ290638","EF107458","AF128550","","EF107233","HQ291001","HQ291001","HQ290878","EF107295","","","EF107381","HQ290938"
"1491","EU325898","EU342666","HQ290619","","EU325902 ","","","HQ290982","HQ290982","","EU325914","","","",""
"1492","JX657839","JX657839","","","","","","","","","","","","",""
"1493","JN635803","JN635866","","","JN635931","","","","","","EU325908","","","",""
"1494","","","","","","","","","","","","","","",""
"1495","","","","","","","","","","","","","","",""
"1496","EU342708","EU342708","","","","","","","","","","","","",""
"1497","EU342745","EU342745","HQ290594","","HQ290534","","HQ290714","HQ290954","HQ290954","HQ290834","","","","","HQ290894"
"1498","EU342729","EU342729","HQ290615","","AF324040","","HQ290735","HQ290977","HQ290978","HQ290855","","","","","HQ290915"
"1499","","","","","","","","","","","","","","",""
"1500","AY364545","AY364545","HQ290595","","DQ502628","DQ502308","HQ290715","HQ290955","HQ290955","HQ290835","DQ503314","DQ503199","DQ503062","","HQ290895"
"1501","","","","","","","","","","","","","","",""
"1502","","","","","","","","","","","","","","",""
"1503","","","","","","","","","","","","","","",""
"1504","EU342730","EU342730","","","DQ502511","DQ502378","","","","","DQ503325","DQ503210","DQ503072","","DQ503153"
"1505","","","","","","","","","","","","","","",""
"1506","EU342726","EU342727","","","","","","","","","","","","",""
"1507","EU342719","EU342719","","","DQ502409","DQ502277","","","","","DQ503282","","DQ503038","","DQ503140"
"1508","","","","","","","","","","","","","","",""
"1509","EU342740","DQ502002","HQ290596","","DQ502428","DQ502289","HQ290716","HQ290956","HQ290956","HQ290836","DQ503292","DQ503181","DQ503046","","HQ290896"
"1510","","","","","","","","","","","","","","",""
"1511","","","","","","","","","","","","","","",""
"1512","","","","","","","","","","","","","","",""
"1513","","","","","","","","","","","","","","",""
"1514","","","","","","","","","","","","","","",""
"1515","","","","","","","","","","","","","","",""
"1516","","","","","","","","","","","","","","",""
"1517","EU342732","EU342731","","","DQ502437","DQ502294","","","","","DQ503297","DQ503179","DQ503043","",""
"1518","EU342741","EU342741","","","","","","","","","","","","",""
"1519","EU342735","EU342734","","","DQ502436","DQ502293","","","","","DQ503296","","","",""
"1520","HQ286387","HQ286387","","","","","","","","","","","","",""
"1521","","","","","","","","","","","","","","",""
"1522","EU342689","EU342689","","","HQ286372","","","","","","","","","",""
"1523","","","","","","","","","","","","","","",""
"1524","EU342705","EU342705","HQ290610","","HQ290550","","HQ290730","HQ290972","HQ290972","HQ290850","","","","","HQ290910"
"1525","","","","","","","","","","","","","","",""
"1526","","","","","","","","","","","","","","",""
"1527","","","","","","","","","","","","","","",""
"1528","","","","","","","","","","","","","","",""
"1529","EU342714","EU342714","HQ290603","","DQ502442","DQ502280","HQ290723","HQ290965","HQ290965","AY819089","DQ503285","DQ503177","DQ503041","","HQ290903"
"1530","","","","","","","","","","","","","","",""
"1531","","","","","","","","","","","","","","",""
"1532","","","","","","","","","","","","","","",""
"1533","","","","","","","","","","","","","","",""
"1534","EU342722","EU342720","","","","","","","","","","","","",""
"1535","EU342707","EU342707","","","DQ502430","DQ502290","","","","","DQ503293","DQ503186","","","DQ503143"
"1536","","","","","","","","","","","","","","",""
"1537","","","","","","","","","","","","","","",""
"1538","EU342692","EU342692","","","","","","","","","","","","",""
"1539","","","","","","","","","","","","","","",""
"1540","","","","","","","","","","","","","","",""
"1541","EU342696","EU342696","HQ290609","","HQ290549","","HQ290729","HQ290971","HQ290971","HQ290849","","","","","HQ290909"
"1542","","","","","","","","","","","","","","",""
"1543","EU342691","EU342691","","","HQ286373","","","","","","","","","",""
"1544","","","","","","","","","","","","","","",""
"1545","EU342693","EU342693","HQ290611","","DQ502704","DQ502403","HQ290731","HQ290973","HQ290973","HQ290851","DQ503405","DQ503279","","","HQ290911"
"1546","EU342706","EU342706","","","DQ502424","DQ502281","","","","","DQ503286","DQ503178","DQ503042","","DQ503141"
"1547","EU342744","EU342744","HQ290613","","HQ290553","","HQ290733","HQ290975","HQ290975","HQ290853","","","","","HQ290913"
"1548","","","","","","","","","","","","","","",""
"1549","","","","","","","","","","","","","","",""
"1550","EU342715","EU342715","HQ290614","","HQ290554","","HQ290734","HQ290976","HQ290976","HQ290854","","","","","HQ290914"
"1551","","","","","","","","","","","","","","",""
"1552","HQ286388","HQ286389","","","","","","","","","","","","",""
"1553","","EU380838","","","","","","","","","","","","",""
"1554","HQ291004","HQ291004","HQ290641","","HQ290581","","HQ290761","HQ291004","HQ291004","HQ290881","","","","","HQ290941"
"1555","","EU380830","","","","","","","","","","","","",""
"1556","DQ502160","DQ502160","","","DQ502595","","","","","","","","","",""
"1557","","EU380846","","","","","","","","","","","","",""
"1558","","EU380841","","","","","","","","","","","","",""
"1559","","EU380817","","","","","","","","","","","","",""
"1560","","","","","","","","","","","","","","",""
"1561","","EU380832","","","","","","","","","","","","",""
"1562","HM010760","EU380825","","","DQ341163","","","","","","","","","",""
"1563","","","","","","","","","","","","","","",""
"1564","EU342503","EU380827","","","","","JX035997","","","JX036004","","","","",""
"1565","","","","","","","","","","","","","","",""
"1566","EU342504","DQ502131","","","DQ502562","DQ284108","GQ345227","JX564878","JX564878","JX036003","DQ503345","DQ503236","DQ503097","GQ345325",""
"1567","","","","","","","","","","","","","","",""
"1568","","","","","","","","","","","","","","",""
"1569","DQ343209","DQ084070","","","DQ341125","","","","","","","","","",""
"1570","","","","","","","","","","","","","","",""
"1571","","EU380844","","","","","","","","","","","","",""
"1572","DQ371310","AY263244","","","DQ371340","","","","","","EU325904","","","",""
"1573","DQ502036","DQ502036","","","AF120015","DQ502306","","","","","DQ503312","DQ503197","DQ503060","",""
"1574","EU342659","EU342659","","","AF120016","DQ502305","","","","","DQ503311","DQ503196","DQ503059","",""
"1575","EU342662","EU342662","HQ290622","","DQ502537","DQ502331","","HQ290985","HQ290985","","EU325915","DQ503221","DQ503083","","HQ290922"
"1576","DQ502034","DQ502034","","","DQ502465","DQ502304","","","","","DQ503310","DQ503195","DQ503058","",""
"1577","","","","","","","","","","","","","","",""
"1578","EU342664","EU342664","HQ290625","","EU934639","","","HQ290988","HQ290988","","EU325918","","","","HQ290925"
"1579","X86232","DQ502037","","","AF120014","DQ502307","","","","","EU325916","DQ503198","DQ503061","",""
"1580","EU342661","EU342661","HQ290627","","AF324041","DQ502312","","HQ290990","HQ290990","","DQ503317","","DQ503065","","HQ290927"
"1581","DQ502167","DQ502167","","","DQ502602","DQ502365","","","","","DQ503364","","DQ503115","",""
"1582","EU342640","EU342640","HQ290642","","AF324034","DQ502356","HQ290762","HQ291005","HQ291005","HQ290882","DQ503356","","DQ503106","","HQ290942"
"1583","AY326031","AY326031","","","AF324035","DQ502377","","","","","EU325920","","","",""
"1584","EU342637","EU342637","","","AF324038","DQ502302","","","","","DQ503306","DQ503193","DQ282655","",""
"1585","EU342639","EU342639","HQ290643","","AF324037","DQ502376","HQ290763","HQ291006","HQ291006","HQ290883","DQ503358","DQ503244","DQ503110","","HQ290943"
"1586","FJ882833","EU342635","","EF107459","AF324039","","EF107234","FJ882833","","","DQ503355","","DQ503105","EF107382","DQ503166"
"1587","AF482770","AF482785","","","AF482800 ","","","","","","","","","",""
"1588","EU736205","EU736221","","","","","","","","","","","","",""
"1589","","","","","","","","","","","","","","",""
"1590","JN635779","GU062191","","","JN635908","","","","","","","","","",""
"1591","EU342683","EU342683","","","EU736194","","","","","","EU325919","","","",""
"1592","DQ371306","DQ371317","","","JN635930","","","","","","EU325917","","","",""
"1593","EU342672","EU342672","","","AF412513","","","","","","EU325911","","","",""
"1594","EU342686","EU342686","","","DQ502551","DQ502336","","","","","DQ503336","DQ503226","","",""
"1595","JN635772","JN635874","","","JN635957","","","","","","","","","",""
"1596","JN635789","JN635844","","","JN635917","","","","","","","","","",""
"1597","JN635804","JN635877","","","JN635934","","","","","","","","","",""
"1598","DQ371305","DQ371316","","","JN635895","","","","","","","","","",""
"1599","EU342674","EU342674","","","DQ502669","DQ502314","","","","","DQ503318","DQ503204","DQ503067","",""
"1600","EU342679","EU342679","","","AF412520","","","","","","EU325922","","","",""
"1601","EU342685","EU342681","HQ290630","","DQ502697","DQ502396","","HQ290993","HQ290993","","EU325907","DQ503205","DQ503068","","DQ503148"
"1602","","","","","","","","","","","","","","",""
"1603","EU342508","DQ502263","HQ290605","","DQ502694","","HQ290725","HQ290967","HQ290967","HQ290845","","DQ503271","","","DQ503172"
"1604","","","","","","","","","","","","","","",""
"1605","","","","","","","","","","","","","","",""
"1606","","","","","","","","","","","","","","",""
"1607","EU342590","EU342588","HQ290597","","DQ502599","DQ502363","HQ290717","HQ290957","HQ290957","HQ290837","DQ503362","DQ503246","","","HQ290897"
"1608","","","","","","","","","","","","","","",""
"1609","","","","","","","","","","","","","","",""
"1610","","","","","","","","","","","","","","",""
"1611","EU342582","EU342582","HQ290604","","DQ502536","DQ502330","HQ290724","HQ290966","HQ290966","HQ290844","DQ503359","DQ503220","DQ503082","","HQ290904"
"1612","","","","","","","","","","","","","","",""
"1613","","","","","","","","","","","","","","",""
"1614","","","","","","","","","","","","","","",""
"1615","","","","","","","","","","","","","","",""
"1616","","AB530594","","","","","","","","","","","","",""
"1617","DQ346962","AY014366","AB489062","AB488919","AF249071","","AB488936","","","","DQ347205","AF249111","","","AF249174"
"1618","","AY014367","","","","","","","","","","","","",""
"1619","","","","","","","","","","","","","","",""
"1620","AB273172","AF215389","","","AB274169","","","NC_014584","NC_014584","","","","","",""
"1621","","AB530599","","","","","","","","","","","","",""
"1622","","","","","","","","","","","","","","",""
"1623","","","","","","","","","","","","","","",""
